Data Item,Value Counts
"CUT FLOWERS, ZINNIA, WHOLESALE - SALES, MEASURED IN $",1
"BEDDING PLANTS, ANNUAL, WHOLESALE - OPERATIONS WITH SALES",1
"NURSERY, OTHER - OPERATIONS WITH AREA IN PRODUCTION",1
"CUT CULTIVATED GREENS, OTHER CLASSES, RETAIL - OPERATIONS WITH SALES",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, LOBELIA, RETAIL, POTS - SALES, MEASURED IN $",1
"DECIDUOUS FLOWERING TREES, AMELANCHIER, RETAIL - OPERATIONS WITH SALES",1
"FOLIAGE PLANTS, INDOOR USE, FICUS, WHOLESALE, POTS, LT 6 INCHES - SALES, MEASURED IN POTS",1
"FLOWERING PLANTS, POTTED, INDOOR USE, REGAL PELARGONIUM, WHOLESALE, POTS, GE 5 INCHES - SALES, MEASURED IN $",1
"PROPAGATIVE MATERIAL, PLUG SEEDLINGS, OTHER CLASSES, WHOLESALE - OPERATIONS WITH SALES",1
"BEDDING PLANTS, HERBACEOUS PERENNIAL, COLUMBINE, WHOLESALE, POTS - SALES, MEASURED IN $",1
"PROPAGATIVE MATERIAL, CUTTINGS, GERANIUM - SALES, MEASURED IN $",1
"FLOWER SEEDS, OTHER CLASSES - OPERATIONS WITH AREA IN PRODUCTION",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, PORTULACA, WHOLESALE, POTS, GE 5 INCHES - SALES, MEASURED IN POTS",1
"DECIDUOUS SHRUBS, HYDRANGEA - SALES, MEASURED IN PLANTS",1
"EVERGREENS, BROADLEAF, OTHER FORMS - OPERATIONS WITH SALES",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, DAISY, GERBERA, RETAIL, POTS - SALES, MEASURED IN POTS",1
"FLOWERING PLANTS, POTTED, INDOOR USE, OTHER CLASSES, (EXCL SPRING FLOWERING BULBS), WHOLESALE, POTS - SALES, MEASURED IN $",1
"PEAS, CHINESE (SUGAR & SNOW) - OPERATIONS WITH AREA HARVESTED",1
"BEDDING PLANTS, HERBACEOUS PERENNIAL, PHLOX, POTS, LT 1 GALLON - SALES, MEASURED IN POTS",1
"FLOWERING PLANTS, POTTED, INDOOR USE, CYCLAMEN, RETAIL, POTS, LT 5 INCHES - SALES, MEASURED IN POTS",1
"BEDDING PLANTS, HERBACEOUS PERENNIAL, CLEMATIS, NON-CLIMBING, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN POTS",1
"BEDDING PLANTS, ANNUAL, VEGETABLE, OTHER CLASSES, RETAIL, POTS, LT 5 INCHES - SALES, MEASURED IN $",1
TREE NUT TOTALS - ACRES BEARING & NON-BEARING,1
"EVERGREENS, CONIFEROUS, OTHER FORMS - SALES, MEASURED IN $",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, SCAEVOLA, WHOLESALE, POTS, LT 5 INCHES - SALES, MEASURED IN POTS",1
"FOLIAGE PLANTS, INDOOR USE, CACTI & SUCCULENTS, RETAIL, POTS, 6 TO 13 INCHES - SALES, MEASURED IN $",1
"FLOWERING PLANTS, POTTED, INDOOR USE, ZYGOCACTUS (SCHLUMBERGERA), POTS, LT 5 INCHES - SALES, MEASURED IN POTS",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ZINNIA, RETAIL - OPERATIONS WITH SALES",1
CHICORY - OPERATIONS WITH AREA HARVESTED,1
"FRUIT & NUT PLANTS, DECIDUOUS - OPERATIONS WITH SALES",1
"FLOWERING PLANTS, POTTED, INDOOR USE, POTS, LT 5 INCHES - SALES, MEASURED IN $",1
"PROPAGATIVE MATERIAL, PREFINISHED PLANTS, WHOLESALE - NUMBER OF SALES",1
"WOODY ORNAMENTALS & VINES, OTHER, CLEMATIS, CLIMBING, WHOLESALE - OPERATIONS WITH SALES",1
"ORNAMENTAL GRASSES, OTHER FORMS - OPERATIONS WITH SALES",1
"FOLIAGE PLANTS, INDOOR USE, PALMS, POTS, 6 TO 13 INCHES - SALES, MEASURED IN POTS",1
"PROPAGATIVE MATERIAL, CUTTINGS, GERANIUM - NUMBER OF SALES",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, SALVIA, RETAIL, FLATS - SALES, MEASURED IN $",1
"BEDDING PLANTS, HERBACEOUS PERENNIAL, SEDUM, WHOLESALE, POTS, LT 1 GALLON - SALES, MEASURED IN POTS",1
"BEDDING PLANTS, HERBACEOUS PERENNIAL, DIANTHUS, RETAIL, POTS, LT 1 GALLON - SALES, MEASURED IN $",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, GAZANIA, RETAIL - SALES, MEASURED IN $",1
"WOODY ORNAMENTALS & VINES, OTHER, OTHER GROUND COVERS - OPERATIONS WITH SALES",1
"FOLIAGE PLANTS, INDOOR USE, SPATHIPHYLLUM, POTS, 6 TO 13 INCHES - OPERATIONS WITH SALES",1
"DECIDUOUS FLOWERING TREES, CALLERY PEAR, WHOLESALE - SALES, MEASURED IN PLANTS",1
"FLOWERING PLANTS, POTTED, INDOOR USE, SPRING FLOWERING BULBS, RETAIL, POTS, GE 5 INCHES - SALES, MEASURED IN POTS",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, WHOLESALE, HANGING BASKETS - SALES, MEASURED IN $",1
"BEDDING PLANTS, HERBACEOUS PERENNIAL, IRIS, WHOLESALE, POTS - OPERATIONS WITH SALES",1
"FLOWERING PLANTS, POTTED, INDOOR USE, HYDRANGEA, POTS - SALES, MEASURED IN POTS",1
"EVERGREENS, CONIFEROUS, CYPRESS, WHOLESALE - SALES, MEASURED IN PLANTS",1
"PROPAGATIVE MATERIAL, CUTTINGS, WHOLESALE - SALES, MEASURED IN $",1
"DECIDUOUS SHADE TREES, WILLOW - SALES, MEASURED IN $",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, FLATS - OPERATIONS WITH SALES",1
"FOLIAGE PLANTS, INDOOR USE, CROTON, POTS - SALES, MEASURED IN POTS",1
"BEDDING PLANTS, ANNUAL, VEGETABLE, TOMATOES, WHOLESALE, POTS - SALES, MEASURED IN POTS",1
"ONIONS, GREEN, FRESH MARKET - ACRES HARVESTED",1
"PROPAGATIVE MATERIAL, PLUG SEEDLINGS, WHOLESALE - SALES, MEASURED IN $",1
"DECIDUOUS SHADE TREES, BIRCH, WHOLESALE - OPERATIONS WITH SALES",1
"BEDDING PLANTS, HERBACEOUS PERENNIAL, COLUMBINE, RETAIL, POTS - OPERATIONS WITH SALES",1
"BEDDING PLANTS, HERBACEOUS PERENNIAL, CHRYSANTHEMUM, HARDY GARDEN, WHOLESALE, POTS, GE 5 INCHES - SALES, MEASURED IN POTS",1
"FOLIAGE PLANTS, INDOOR USE, SPATHIPHYLLUM, POTS - OPERATIONS WITH SALES",1
"DECIDUOUS SHRUBS, BUDDLEIA, WHOLESALE - SALES, MEASURED IN $",1
"EVERGREENS, CONIFEROUS, ARBORVITAE - SALES, MEASURED IN PLANTS",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, FLATS - SALES, MEASURED IN FLATS",1
"BEDDING PLANTS, HERBACEOUS PERENNIAL, COREOPSIS, RETAIL, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN $",1
"FLOWERING PLANTS, POTTED, INDOOR USE, OTHER CLASSES, (EXCL SPRING FLOWERING BULBS), WHOLESALE, POTS, LT 5 INCHES - OPERATIONS WITH SALES",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, DAISY, GERBERA, WHOLESALE - SALES, MEASURED IN $",1
"FLOWERING PLANTS, POTTED, INDOOR USE, ORCHID, PHALAENOPSIS, WHOLESALE, POTS - OPERATIONS WITH SALES",1
"FOOD CROP, OTHER, (EXCL MUSHROOMS), UNDER PROTECTION - SALES, MEASURED IN $",1
"CUT CHRISTMAS TREES, PINE, SCOTCH, WHOLESALE - OPERATIONS WITH SALES",1
"WOODY ORNAMENTALS & VINES, OTHER, VINCA, WHOLESALE - SALES, MEASURED IN PLANTS",1
"FLOWERING PLANTS, POTTED, INDOOR USE, RETAIL, POTS, LT 5 INCHES - SALES, MEASURED IN POTS",1
"BLUEBERRIES, TAME - OPERATIONS WITH AREA NOT HARVESTED",1
"BEDDING PLANTS, HERBACEOUS PERENNIAL, CORAL BELLS (HEUCHERA), POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN $",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, BEGONIA, RETAIL, POTS - SALES, MEASURED IN POTS",1
"FRUIT & NUT PLANTS, DECIDUOUS, RETAIL - OPERATIONS WITH SALES",1
"FLOWERING PLANTS, POTTED, INDOOR USE, BEGONIA, POTS, GE 5 INCHES - OPERATIONS WITH SALES",1
"BEDDING PLANTS, HERBACEOUS PERENNIAL, FERNS, HARDY GARDEN, WHOLESALE, POTS, LT 1 GALLON - OPERATIONS WITH SALES",1
"DECIDUOUS FLOWERING TREES, MAGNOLIA - SALES, MEASURED IN PLANTS",1
"FLOWERING PLANTS, POTTED, INDOOR USE, REGAL PELARGONIUM, POTS, GE 5 INCHES - SALES, MEASURED IN POTS",1
"DECIDUOUS SHADE TREES, BIRCH, RETAIL - SALES, MEASURED IN PLANTS",1
"PROPAGATIVE MATERIAL, CUTTINGS, HERBACEOUS PERENNIAL, WHOLESALE - SALES, MEASURED IN $",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, GAZANIA, POTS, LT 5 INCHES - SALES, MEASURED IN POTS",1
"FLOWERING PLANTS, POTTED, INDOOR USE, POINSETTIA, POTS - SALES, MEASURED IN $",1
"PROPAGATIVE MATERIAL, LINERS, WHOLESALE - OPERATIONS WITH SALES",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, COLEUS, RETAIL - SALES, MEASURED IN $",1
"FLOWERING PLANTS, POTTED, INDOOR USE, POINSETTIA, POTS, LT 5 INCHES - SALES, MEASURED IN $",1
"FOLIAGE PLANTS, INDOOR USE, CACTI & SUCCULENTS, WHOLESALE - OPERATIONS WITH SALES",1
"CUT FLOWERS, OTHER CLASSES, RETAIL - OPERATIONS WITH SALES",1
"FOLIAGE PLANTS, INDOOR USE, HEDERA (IVY), POTS, LT 6 INCHES - SALES, MEASURED IN $",1
"BEDDING PLANTS, HERBACEOUS PERENNIAL, COREOPSIS, RETAIL, POTS - OPERATIONS WITH SALES",1
"FLOWERING PLANTS, POTTED, INDOOR USE, ROSE, FLORIST, POTS, LT 5 INCHES - OPERATIONS WITH SALES",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CELOSIA - OPERATIONS WITH SALES",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, RETAIL - OPERATIONS WITH SALES",1
"EVERGREENS, BROADLEAF, PRIVET, WHOLESALE - SALES, MEASURED IN $",1
RASPBERRIES - OPERATIONS WITH AREA NOT HARVESTED,1
"FOLIAGE PLANTS, INDOOR USE, FERNS, TROPICAL, HANGING BASKETS - SALES, MEASURED IN $",1
"CUT CHRISTMAS TREES, SPRUCE, WHITE, RETAIL - SALES, MEASURED IN TREES",1
"BEDDING PLANTS, HERBACEOUS PERENNIAL, PHLOX, WHOLESALE, POTS, LT 1 GALLON - SALES, MEASURED IN $",1
"CUT FLOWERS, RETAIL - OPERATIONS WITH SALES",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, GERANIUM, FROM CUTTINGS, WHOLESALE, POTS, GE 5 INCHES - SALES, MEASURED IN POTS",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, GERANIUM, FROM SEEDS & PLUGS, WHOLESALE, HANGING BASKETS - OPERATIONS WITH SALES",1
"FLOWERING PLANTS, POTTED, INDOOR USE, SPRING FLOWERING BULBS, CROCUS, RETAIL, POTS, LT 5 INCHES - SALES, MEASURED IN $",1
"DECIDUOUS SHADE TREES, LOCUST, HONEY - SALES, MEASURED IN PLANTS",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, VERBENA, POTS, GE 5 INCHES - SALES, MEASURED IN $",1
"BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, POTS, LT 1 GALLON - SALES, MEASURED IN POTS",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, COLEUS, WHOLESALE, POTS, GE 5 INCHES - SALES, MEASURED IN $",1
"BEDDING PLANTS, ANNUAL, WHOLESALE, HANGING BASKETS - SALES, MEASURED IN BASKETS",1
"FLOWERING PLANTS, POTTED, INDOOR USE, OTHER CLASSES, (EXCL SPRING FLOWERING BULBS), RETAIL, POTS, GE 5 INCHES - SALES, MEASURED IN POTS",1
"TRANSPLANTS, COMMERCIAL, VEGETABLE, GREENS - OPERATIONS WITH AREA IN PRODUCTION",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, IMPATIENS, (EXCL NEW GUINEA), RETAIL - SALES, MEASURED IN $",1
"FOLIAGE PLANTS, INDOOR USE, PHILODENDRON, HANGING BASKETS - OPERATIONS WITH SALES",1
"CUT CHRISTMAS TREES, PINE, WHITE, RETAIL - SALES, MEASURED IN $",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, IMPATIENS, (EXCL NEW GUINEA), WHOLESALE, FLATS - OPERATIONS WITH SALES",1
"FOLIAGE PLANTS, INDOOR USE, DRACAENA, WHOLESALE - SALES, MEASURED IN $",1
"FLOWERING PLANTS, POTTED, INDOOR USE, REGAL PELARGONIUM, POTS, GE 5 INCHES - OPERATIONS WITH SALES",1
"FLOWERING PLANTS, POTTED, INDOOR USE, HYDRANGEA, RETAIL, POTS - SALES, MEASURED IN POTS",1
"FOLIAGE PLANTS, INDOOR USE, PHILODENDRON, WHOLESALE, POTS - SALES, MEASURED IN POTS",1
"FOLIAGE PLANTS, INDOOR USE, CACTI & SUCCULENTS, RETAIL, POTS, 6 TO 13 INCHES - SALES, MEASURED IN POTS",1
"PROPAGATIVE MATERIAL, LINERS, NURSERY, DECIDUOUS, SHADE - OPERATIONS WITH SALES",1
"HORTICULTURE TOTALS, WHOLESALE, FLORISTS (RETAIL) - SALES, MEASURED IN $",1
"EVERGREENS, BROADLEAF, COTONEASTER, WHOLESALE - SALES, MEASURED IN PLANTS",1
"PEAS, GREEN, SOUTHERN (COWPEAS), FRESH MARKET - ACRES HARVESTED",1
"FOLIAGE PLANTS, INDOOR USE, WHOLESALE, POTS - OPERATIONS WITH SALES",1
"FOLIAGE PLANTS, INDOOR USE, ANTHURIUM, WHOLESALE - OPERATIONS WITH SALES",1
BARLEY - OPERATIONS WITH SALES,1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, COLEUS, WHOLESALE - OPERATIONS WITH SALES",1
"CUT FLOWERS, DELPHINIUM (LARKSPUR) - OPERATIONS WITH SALES",1
"BEDDING PLANTS, HERBACEOUS PERENNIAL, FERNS, HARDY GARDEN, WHOLESALE, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN $",1
"FLOWERING PLANTS, POTTED, INDOOR USE, SPRING FLOWERING BULBS, OTHER CLASSES, RETAIL, POTS, GE 5 INCHES - OPERATIONS WITH SALES",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, IMPATIENS, NEW GUINEA, RETAIL, FLATS - SALES, MEASURED IN FLATS",1
"FLOWERING PLANTS, POTTED, INDOOR USE, OTHER CLASSES, (EXCL SPRING FLOWERING BULBS), RETAIL, POTS, LT 5 INCHES - SALES, MEASURED IN $",1
"CUT CHRISTMAS TREES, OTHER CLASSES - OPERATIONS WITH SALES",1
"CUT FLOWERS, LILY, ORIENTAL, WHOLESALE - SALES, MEASURED IN STEMS",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CALIBRACHOA, RETAIL, POTS, LT 5 INCHES - SALES, MEASURED IN $",1
"HORTICULTURE TOTALS, WHOLESALE, LANDSCAPE CONTRACTORS - OPERATIONS WITH SALES",1
"BEDDING PLANTS, HERBACEOUS PERENNIAL, SALVIA, WHOLESALE, POTS - SALES, MEASURED IN POTS",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, SALVIA, POTS - SALES, MEASURED IN $",1
"BEDDING PLANTS, HERBACEOUS PERENNIAL, CORAL BELLS (HEUCHERA), RETAIL, POTS, GE 2 GALLONS - OPERATIONS WITH SALES",1
"FOLIAGE PLANTS, INDOOR USE, SPATHIPHYLLUM, WHOLESALE - SALES, MEASURED IN $",1
"FOLIAGE PLANTS, INDOOR USE, DIEFFENBACHIA, POTS - SALES, MEASURED IN $",1
"DECIDUOUS SHADE TREES, OAK, WHOLESALE - SALES, MEASURED IN PLANTS",1
"BEDDING PLANTS, HERBACEOUS PERENNIAL, ECHINACEA (PURPLE CONEFLOWER), WHOLESALE, POTS - SALES, MEASURED IN POTS",1
"FLOWERING PLANTS, POTTED, INDOOR USE, HYDRANGEA, POTS, LT 5 INCHES - SALES, MEASURED IN $",1
"BEDDING PLANTS, HERBACEOUS PERENNIAL, ASTILBE, WHOLESALE, POTS, LT 1 GALLON - OPERATIONS WITH SALES",1
"BEDDING PLANTS, HERBACEOUS PERENNIAL, RETAIL, POTS - OPERATIONS WITH SALES",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, COMBINATION PLANTERS, RETAIL, POTS, LT 5 INCHES - SALES, MEASURED IN POTS",1
"FOLIAGE PLANTS, INDOOR USE, HEDERA (IVY), POTS, 6 TO 13 INCHES - SALES, MEASURED IN POTS",1
"PROPAGATIVE MATERIAL, CUTTINGS, HERBACEOUS PERENNIAL, WHOLESALE - OPERATIONS WITH SALES",1
"FLOWERING PLANTS, POTTED, INDOOR USE, LILY, (EXCL EASTER), POTS, GE 5 INCHES - SALES, MEASURED IN POTS",1
"CUT CHRISTMAS TREES, FIR, BALSAM, WHOLESALE - SALES, MEASURED IN $",1
"BEETS, PROCESSING - OPERATIONS WITH AREA HARVESTED",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, LOBELIA, WHOLESALE, POTS, LT 5 INCHES - SALES, MEASURED IN $",1
"BEDDING PLANTS, ANNUAL, VEGETABLE, POTS - SALES, MEASURED IN POTS",1
"DECIDUOUS SHRUBS, OTHER CLASSES - OPERATIONS WITH SALES",1
"FOLIAGE PLANTS, INDOOR USE, PHILODENDRON, RETAIL, POTS - SALES, MEASURED IN POTS",1
"FRUIT & NUT PLANTS, WHOLESALE - OPERATIONS WITH SALES",1
"PROPAGATIVE MATERIAL, PLUG SEEDLINGS, RETAIL - SALES, MEASURED IN $",1
"BEDDING PLANTS, HERBACEOUS PERENNIAL, IRIS, WHOLESALE, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN $",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, ALYSSUM, SWEET (LOBULARIA), POTS, LT 5 INCHES - OPERATIONS WITH SALES",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, SCAEVOLA, WHOLESALE, POTS, GE 5 INCHES - SALES, MEASURED IN $",1
"PROPAGATIVE MATERIAL, TISSUE CULTURED PLANTLETS - OPERATIONS WITH SALES",1
"FLOWERING PLANTS, POTTED, INDOOR USE, AZALEA, FLORIST, POTS - SALES, MEASURED IN $",1
"BEDDING PLANTS, ANNUAL, VEGETABLE, PEPPERS, POTS - SALES, MEASURED IN POTS",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, NICOTIANA, WHOLESALE, POTS, LT 5 INCHES - SALES, MEASURED IN $",1
"FLOWERING PLANTS, POTTED, INDOOR USE, AZALEA, FLORIST, WHOLESALE, POTS, LT 5 INCHES - SALES, MEASURED IN POTS",1
"FOLIAGE PLANTS, INDOOR USE, CACTI & SUCCULENTS, HANGING BASKETS - OPERATIONS WITH SALES",1
"DECIDUOUS FLOWERING TREES, BAREROOT - OPERATIONS WITH SALES",1
"FLOWERING PLANTS, POTTED, INDOOR USE, PRIMULA, POTS, GE 5 INCHES - OPERATIONS WITH SALES",1
"FLOWERING PLANTS, POTTED, INDOOR USE, REGAL PELARGONIUM, WHOLESALE, POTS - OPERATIONS WITH SALES",1
"FRUIT & TREE NUTS, OTHER - ACRES BEARING",1
"BEDDING PLANTS, ANNUAL, VEGETABLE, RETAIL, HANGING BASKETS - SALES, MEASURED IN $",1
"FLOWERING PLANTS, POTTED, INDOOR USE, OTHER CLASSES, (EXCL SPRING FLOWERING BULBS), POTS, GE 5 INCHES - SALES, MEASURED IN $",1
"FLOWERING PLANTS, POTTED, INDOOR USE, SPRING FLOWERING BULBS, POTS, LT 5 INCHES - SALES, MEASURED IN POTS",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, MARIGOLD - SALES, MEASURED IN $",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, COMBINATION PLANTERS, WHOLESALE, HANGING BASKETS - SALES, MEASURED IN BASKETS",1
"FLOWERING PLANTS, POTTED, INDOOR USE, LILY, EASTER, RETAIL, POTS, LT 5 INCHES - OPERATIONS WITH SALES",1
"EVERGREENS, BROADLEAF, PRIVET, WHOLESALE - OPERATIONS WITH SALES",1
"DECIDUOUS SHRUBS, BARBERRY - SALES, MEASURED IN PLANTS",1
"CUT CULTIVATED GREENS, EVERGREENS, CONIFEROUS - SALES, MEASURED IN $",1
"FLOWERING PLANTS, POTTED, INDOOR USE, PRIMULA, POTS, LT 5 INCHES - OPERATIONS WITH SALES",1
"BEDDING PLANTS, ANNUAL, VEGETABLE, HERBS, RETAIL, POTS, LT 5 INCHES - SALES, MEASURED IN $",1
"CELERY, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",1
"BEDDING PLANTS, HERBACEOUS PERENNIAL, IRIS, WHOLESALE, POTS, GE 2 GALLONS - SALES, MEASURED IN $",1
"FLOWERING PLANTS, POTTED, INDOOR USE, CINERARIA, POTS, GE 5 INCHES - OPERATIONS WITH SALES",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, PORTULACA, WHOLESALE - SALES, MEASURED IN $",1
"FLOWERING PLANTS, POTTED, INDOOR USE, HIBISCUS, POTS - SALES, MEASURED IN $",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CELOSIA, WHOLESALE, POTS, GE 5 INCHES - OPERATIONS WITH SALES",1
"PROPAGATIVE MATERIAL, LINERS, WHOLESALE - NUMBER OF SALES",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, SNAP DRAGON, RETAIL, FLATS - OPERATIONS WITH SALES",1
"NURSERY TOTALS, BAREROOT - SALES, MEASURED IN $",1
"BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, RETAIL, POTS - SALES, MEASURED IN POTS",1
"BEDDING PLANTS, HERBACEOUS PERENNIAL, DIANTHUS, WHOLESALE, POTS, GE 2 GALLONS - SALES, MEASURED IN POTS",1
"BEDDING PLANTS, HERBACEOUS PERENNIAL, VERONICA, POTS - OPERATIONS WITH SALES",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, COLEUS, HANGING BASKETS - SALES, MEASURED IN BASKETS",1
"FOLIAGE PLANTS, INDOOR USE, SPATHIPHYLLUM, RETAIL, POTS - OPERATIONS WITH SALES",1
"CUT CHRISTMAS TREES, OTHER CLASSES - OPERATIONS WITH AREA IN PRODUCTION",1
"FOLIAGE PLANTS, INDOOR USE, DRACAENA - SALES, MEASURED IN $",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, LOBELIA, RETAIL, POTS, GE 5 INCHES - SALES, MEASURED IN $",1
"WOODY ORNAMENTALS & VINES, OTHER, BALLED & BURLAPPED - SALES, MEASURED IN $",1
"CUT FLOWERS, LISIANTHUS - SALES, MEASURED IN STEMS",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, RETAIL, HANGING BASKETS - SALES, MEASURED IN BASKETS",1
"CUT FLOWERS, ORCHID, CATTLEYA - OPERATIONS WITH SALES",1
"BEDDING PLANTS, ANNUAL, VEGETABLE, TOMATOES, WHOLESALE, HANGING BASKETS - SALES, MEASURED IN BASKETS",1
"CUT CULTIVATED GREENS, IN THE OPEN, (EXCL NATURAL SHADE) - ACRES IN PRODUCTION",1
"BEDDING PLANTS, HERBACEOUS PERENNIAL, CORAL BELLS (HEUCHERA), POTS, GE 2 GALLONS - SALES, MEASURED IN POTS",1
"FOLIAGE PLANTS, INDOOR USE, DIEFFENBACHIA, POTS, LT 6 INCHES - SALES, MEASURED IN POTS",1
"HORTICULTURE TOTALS, WHOLESALE, FLORISTS (WHOLESALE) - OPERATIONS WITH SALES",1
"BEDDING PLANTS, ANNUAL, VEGETABLE, TOMATOES, RETAIL, POTS - SALES, MEASURED IN POTS",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, FUCHSIA, RETAIL - SALES, MEASURED IN $",1
"RICE - SALES, MEASURED IN PCT OF FARM SALES",1
"FOLIAGE PLANTS, INDOOR USE, HEDERA (IVY), POTS, 6 TO 13 INCHES - SALES, MEASURED IN $",1
"TRANSPLANTS, COMMERCIAL, TOBACCO - OPERATIONS WITH AREA IN PRODUCTION",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CELOSIA, RETAIL, POTS - SALES, MEASURED IN $",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, SALVIA, HANGING BASKETS - SALES, MEASURED IN $",1
"CUT CHRISTMAS TREES, OTHER CLASSES, WHOLESALE - OPERATIONS WITH SALES",1
"EGGPLANT, FRESH MARKET - OPERATIONS WITH AREA HARVESTED",1
"FLOWERING PLANTS, POTTED, INDOOR USE, GARDENIA, POTS, GE 5 INCHES - OPERATIONS WITH SALES",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, CELOSIA, RETAIL - OPERATIONS WITH SALES",1
"VEGETABLE TOTALS, INCL FRESH CUT HERBS, (EXCL TOMATOES), UNDER PROTECTION - SALES, MEASURED IN $",1
"WOODY ORNAMENTALS & VINES, OTHER, CLEMATIS, CLIMBING, WHOLESALE - SALES, MEASURED IN $",1
"FOLIAGE PLANTS, INDOOR USE, PALMS, RETAIL, POTS, 6 TO 13 INCHES - SALES, MEASURED IN POTS",1
"BEDDING PLANTS, ANNUAL, VEGETABLE, HERBS, FLATS - OPERATIONS WITH SALES",1
"FLOWERING PLANTS, POTTED, INDOOR USE, ORCHID, OTHER, WHOLESALE, POTS, LT 5 INCHES - SALES, MEASURED IN POTS",1
"PROPAGATIVE MATERIAL, CUTTINGS, POINSETTIA - NUMBER OF SALES",1
"FLOWERING PLANTS, POTTED, INDOOR USE, CHRYSANTHEMUM, FLORIST, WHOLESALE, POTS, LT 5 INCHES - SALES, MEASURED IN $",1
"BEDDING PLANTS, HERBACEOUS PERENNIAL, BLEEDING HEART, RETAIL, POTS - OPERATIONS WITH SALES",1
"PROPAGATIVE MATERIAL, CUTTINGS - NUMBER OF SALES",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, SNAP DRAGON, WHOLESALE, POTS - SALES, MEASURED IN POTS",1
"FLOWERING PLANTS, POTTED, INDOOR USE, DAISY, GERBERA, POTS - SALES, MEASURED IN $",1
"DECIDUOUS SHRUBS, SPIREA - OPERATIONS WITH SALES",1
"FLOWERING PLANTS, POTTED, INDOOR USE, DAISY, GERBERA, RETAIL, POTS, LT 5 INCHES - OPERATIONS WITH SALES",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, PETUNIA, RETAIL - SALES, MEASURED IN $",1
"BEDDING PLANTS, ANNUAL, FLOWERING & FOLIAR, PORTULACA, FLATS - SALES, MEASURED IN $",1
"BEDDING PLANTS, HERBACEOUS PERENNIAL, IRIS, WHOLESALE, POTS - SALES, MEASURED IN $",1
