Program,Year,Period,Geo Level,State,watershed_code,Commodity,Data Item,Domain,Domain Category,Value
SURVEY,2002,YEAR,STATE,INDIANA,0,MELONS,"MELONS, WATERMELON, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,8.4
SURVEY,2002,YEAR,STATE,INDIANA,0,MELONS,"MELONS, WATERMELON, FRESH MARKET - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"20,261,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,MELONS,"MELONS, WATERMELON, FRESH MARKET - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"2,412,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,MELONS,"MELONS, WATERMELON, FRESH MARKET - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,360
SURVEY,2002,YEAR,STATE,INDIANA,0,MINT,"MINT, PEPPERMINT, OIL - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"9,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,MINT,"MINT, PEPPERMINT, OIL - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"4,430,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,MINT,"MINT, PEPPERMINT, OIL - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"414,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,MINT,"MINT, PEPPERMINT, OIL - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,46
SURVEY,2002,YEAR,STATE,INDIANA,0,MINT,"MINT, SPEARMINT, OIL - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"2,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,MINT,"MINT, SPEARMINT, OIL - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"756,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,MINT,"MINT, SPEARMINT, OIL - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"84,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,MINT,"MINT, SPEARMINT, OIL - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,42
SURVEY,2002,YEAR,STATE,INDIANA,0,NON-CITRUS FRUIT & TREE NUTS TOTALS,"NON-CITRUS FRUIT & TREE NUTS TOTALS - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"14,487,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,OATS,OATS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"14,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,OATS,OATS - ACRES PLANTED,TOTAL,NOT SPECIFIED,"20,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,OATS,"OATS - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,606,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,OATS,"OATS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"868,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,62
SURVEY,2002,YEAR,STATE,INDIANA,0,POTATOES,POTATOES - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"2,800"
SURVEY,2002,YEAR,STATE,INDIANA,0,POTATOES,POTATOES - ACRES PLANTED,TOTAL,NOT SPECIFIED,"2,900"
SURVEY,2002,YEAR,STATE,INDIANA,0,POTATOES,"POTATOES - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"4,259,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"728,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,260
SURVEY,2002,YEAR,STATE,INDIANA,0,POTATOES,"POTATOES, FALL - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"2,800"
SURVEY,2002,YEAR,STATE,INDIANA,0,POTATOES,"POTATOES, FALL - ACRES PLANTED",TOTAL,NOT SPECIFIED,"2,900"
SURVEY,2002,YEAR,STATE,INDIANA,0,POTATOES,"POTATOES, FALL - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"4,259,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,POTATOES,"POTATOES, FALL - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"728,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,POTATOES,"POTATOES, FALL - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,260
SURVEY,2002,YEAR,STATE,INDIANA,0,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"5,770,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,NOT SPECIFIED,"5,800,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,SOYBEANS,"SOYBEANS - POD COUNT, MEASURED IN PODS / 18 SQ FT",TOTAL,NOT SPECIFIED,"1,680"
SURVEY,2002,YEAR,STATE,INDIANA,0,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,328,975,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"239,455,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,41.5
SURVEY,2002,YEAR,STATE,INDIANA,0,SWEET CORN,"SWEET CORN, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"5,100"
SURVEY,2002,YEAR,STATE,INDIANA,0,SWEET CORN,"SWEET CORN, FRESH MARKET - ACRES PLANTED",TOTAL,NOT SPECIFIED,"5,800"
SURVEY,2002,YEAR,STATE,INDIANA,0,SWEET CORN,"SWEET CORN, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,23
SURVEY,2002,YEAR,STATE,INDIANA,0,SWEET CORN,"SWEET CORN, FRESH MARKET - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"7,751,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,SWEET CORN,"SWEET CORN, FRESH MARKET - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"337,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,SWEET CORN,"SWEET CORN, FRESH MARKET - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,66
SURVEY,2002,YEAR,STATE,INDIANA,0,TOBACCO,TOBACCO - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"4,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,TOBACCO,"TOBACCO - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"15,163,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,TOBACCO,"TOBACCO - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"7,800,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,TOBACCO,"TOBACCO - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,"1,950"
SURVEY,2002,YEAR,STATE,INDIANA,0,TOBACCO,"TOBACCO, AIR-CURED LIGHT BURLEY (TYPE 31) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"4,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,TOBACCO,"TOBACCO, AIR-CURED LIGHT BURLEY (TYPE 31) - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"15,163,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,TOBACCO,"TOBACCO, AIR-CURED LIGHT BURLEY (TYPE 31) - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"7,800,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,TOBACCO,"TOBACCO, AIR-CURED LIGHT BURLEY (TYPE 31) - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,"1,950"
SURVEY,2002,YEAR,STATE,INDIANA,0,TOMATOES,"TOMATOES, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,64.1
SURVEY,2002,YEAR,STATE,INDIANA,0,TOMATOES,"TOMATOES, IN THE OPEN, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,600"
SURVEY,2002,YEAR,STATE,INDIANA,0,TOMATOES,"TOMATOES, IN THE OPEN, FRESH MARKET - ACRES PLANTED",TOTAL,NOT SPECIFIED,"1,700"
SURVEY,2002,YEAR,STATE,INDIANA,0,TOMATOES,"TOMATOES, IN THE OPEN, FRESH MARKET - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"15,897,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,TOMATOES,"TOMATOES, IN THE OPEN, FRESH MARKET - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"248,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,TOMATOES,"TOMATOES, IN THE OPEN, FRESH MARKET - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,155
SURVEY,2002,YEAR,STATE,INDIANA,0,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"8,100"
SURVEY,2002,YEAR,STATE,INDIANA,0,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - ACRES PLANTED",TOTAL,NOT SPECIFIED,"8,200"
SURVEY,2002,YEAR,STATE,INDIANA,0,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"22,080,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"256,450"
SURVEY,2002,YEAR,STATE,INDIANA,0,TOMATOES,"TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,31.66
SURVEY,2002,YEAR,STATE,INDIANA,0,TOMATOES,"TOMATOES, PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,86.1
SURVEY,2002,YEAR,STATE,INDIANA,0,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"310,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,WHEAT,WHEAT - ACRES PLANTED,TOTAL,NOT SPECIFIED,"340,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,WHEAT,"WHEAT - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"52,247,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,WHEAT,"WHEAT - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"16,430,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,53
SURVEY,2002,YEAR,STATE,INDIANA,0,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"310,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,WHEAT,"WHEAT, WINTER - ACRES PLANTED",TOTAL,NOT SPECIFIED,"340,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"52,247,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"16,430,000"
SURVEY,2002,YEAR,STATE,INDIANA,0,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,53
SURVEY,2002,YEAR,STATE,INDIANA,0,WHEAT,"WHEAT, WINTER, RED, SOFT - PRODUCTION, MEASURED IN PCT BY TYPE",TOTAL,NOT SPECIFIED,100
SURVEY,2001,YEAR,STATE,INDIANA,0,BEANS,"BEANS, SNAP, PROCESSING - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"6,500"
SURVEY,2001,YEAR,STATE,INDIANA,0,BEANS,"BEANS, SNAP, PROCESSING - ACRES PLANTED",TOTAL,NOT SPECIFIED,"6,800"
SURVEY,2001,YEAR,STATE,INDIANA,0,BEANS,"BEANS, SNAP, PROCESSING - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,188
SURVEY,2001,YEAR,STATE,INDIANA,0,BEANS,"BEANS, SNAP, PROCESSING - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,891,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,BEANS,"BEANS, SNAP, PROCESSING - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"15,390"
SURVEY,2001,YEAR,STATE,INDIANA,0,BEANS,"BEANS, SNAP, PROCESSING - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,2.37
SURVEY,2001,YEAR,STATE,INDIANA,0,CORN,CORN - ACRES PLANTED,TOTAL,NOT SPECIFIED,"5,800,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"5,670,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,CORN,"CORN, GRAIN - EAR COUNT, MEASURED IN EARS / ACRE",TOTAL,NOT SPECIFIED,"25,400"
SURVEY,2001,YEAR,STATE,INDIANA,0,CORN,"CORN, GRAIN - PLANT POPULATION, MEASURED IN PLANTS / ACRE",TOTAL,NOT SPECIFIED,"25,950"
SURVEY,2001,YEAR,STATE,INDIANA,0,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,751,350,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,CORN,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"884,520,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,156
SURVEY,2001,YEAR,STATE,INDIANA,0,CORN,"CORN, SILAGE - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"110,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,CORN,"CORN, SILAGE - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"2,090,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,CORN,"CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,19
SURVEY,2001,YEAR,STATE,INDIANA,0,CUCUMBERS,"CUCUMBERS, PROCESSING, PICKLES - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,800"
SURVEY,2001,YEAR,STATE,INDIANA,0,CUCUMBERS,"CUCUMBERS, PROCESSING, PICKLES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"1,800"
SURVEY,2001,YEAR,STATE,INDIANA,0,CUCUMBERS,"CUCUMBERS, PROCESSING, PICKLES - PRICE RECEIVED, MEASURED IN $ / TON",TOTAL,NOT SPECIFIED,179
SURVEY,2001,YEAR,STATE,INDIANA,0,CUCUMBERS,"CUCUMBERS, PROCESSING, PICKLES - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,023,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,CUCUMBERS,"CUCUMBERS, PROCESSING, PICKLES - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"11,300"
SURVEY,2001,YEAR,STATE,INDIANA,0,CUCUMBERS,"CUCUMBERS, PROCESSING, PICKLES - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,6.28
SURVEY,2001,YEAR,STATE,INDIANA,0,FIELD CROP TOTALS,"FIELD CROP TOTALS, INCL POTATOES & OTHER - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"3,245,616,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"12,383,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,FIELD CROP TOTALS,"FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES - ACRES PLANTED",TOTAL,NOT SPECIFIED,"12,442,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,HAY,HAY - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"610,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,HAY,"HAY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"176,088,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,HAY,"HAY - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"2,048,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,HAY,"HAY - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,3.36
SURVEY,2001,YEAR,STATE,INDIANA,0,HAY,"HAY, (EXCL ALFALFA) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"280,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"48,048,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,HAY,"HAY, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"728,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,HAY,"HAY, (EXCL ALFALFA) - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,2.6
SURVEY,2001,YEAR,STATE,INDIANA,0,HAY,"HAY, ALFALFA - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"330,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"128,040,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,HAY,"HAY, ALFALFA - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"1,320,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,HAY,"HAY, ALFALFA - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,4
SURVEY,2001,YEAR,STATE,INDIANA,0,HAY & HAYLAGE,"HAY & HAYLAGE, ALFALFA - ACRES PLANTED",TOTAL,NOT SPECIFIED,"40,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,MELONS,"MELONS, CANTALOUP, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"2,900"
SURVEY,2001,YEAR,STATE,INDIANA,0,MELONS,"MELONS, CANTALOUP, FRESH MARKET - ACRES PLANTED",TOTAL,NOT SPECIFIED,"3,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,MELONS,"MELONS, CANTALOUP, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,16.3
SURVEY,2001,YEAR,STATE,INDIANA,0,MELONS,"MELONS, CANTALOUP, FRESH MARKET - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"11,818,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,MELONS,"MELONS, CANTALOUP, FRESH MARKET - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"725,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,MELONS,"MELONS, CANTALOUP, FRESH MARKET - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,250
SURVEY,2001,YEAR,STATE,INDIANA,0,MELONS,"MELONS, WATERMELON, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"6,400"
SURVEY,2001,YEAR,STATE,INDIANA,0,MELONS,"MELONS, WATERMELON, FRESH MARKET - ACRES PLANTED",TOTAL,NOT SPECIFIED,"6,900"
SURVEY,2001,YEAR,STATE,INDIANA,0,MELONS,"MELONS, WATERMELON, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,7.8
SURVEY,2001,YEAR,STATE,INDIANA,0,MELONS,"MELONS, WATERMELON, FRESH MARKET - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"19,968,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,MELONS,"MELONS, WATERMELON, FRESH MARKET - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"2,560,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,MELONS,"MELONS, WATERMELON, FRESH MARKET - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,400
SURVEY,2001,YEAR,STATE,INDIANA,0,MINT,"MINT, PEPPERMINT, OIL - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"9,800"
SURVEY,2001,YEAR,STATE,INDIANA,0,MINT,"MINT, PEPPERMINT, OIL - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"5,047,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,MINT,"MINT, PEPPERMINT, OIL - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"490,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,MINT,"MINT, PEPPERMINT, OIL - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,50
SURVEY,2001,YEAR,STATE,INDIANA,0,MINT,"MINT, SPEARMINT, OIL - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"2,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,MINT,"MINT, SPEARMINT, OIL - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"970,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,MINT,"MINT, SPEARMINT, OIL - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"96,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,MINT,"MINT, SPEARMINT, OIL - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,48
SURVEY,2001,YEAR,STATE,INDIANA,0,NON-CITRUS FRUIT & TREE NUTS TOTALS,"NON-CITRUS FRUIT & TREE NUTS TOTALS - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"11,832,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,OATS,OATS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"16,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,OATS,OATS - ACRES PLANTED,TOTAL,NOT SPECIFIED,"25,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,OATS,"OATS - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,368,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,OATS,"OATS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"1,280,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,80
SURVEY,2001,YEAR,STATE,INDIANA,0,POTATOES,POTATOES - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"2,900"
SURVEY,2001,YEAR,STATE,INDIANA,0,POTATOES,POTATOES - ACRES PLANTED,TOTAL,NOT SPECIFIED,"3,100"
SURVEY,2001,YEAR,STATE,INDIANA,0,POTATOES,"POTATOES - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"4,965,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,POTATOES,"POTATOES - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"928,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,POTATOES,"POTATOES - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,320
SURVEY,2001,YEAR,STATE,INDIANA,0,POTATOES,"POTATOES, FALL - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"2,900"
SURVEY,2001,YEAR,STATE,INDIANA,0,POTATOES,"POTATOES, FALL - ACRES PLANTED",TOTAL,NOT SPECIFIED,"3,100"
SURVEY,2001,YEAR,STATE,INDIANA,0,POTATOES,"POTATOES, FALL - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"4,965,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,POTATOES,"POTATOES, FALL - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"928,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,POTATOES,"POTATOES, FALL - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,320
SURVEY,2001,YEAR,STATE,INDIANA,0,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"5,590,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,NOT SPECIFIED,"5,600,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,SOYBEANS,"SOYBEANS - POD COUNT, MEASURED IN PODS / 18 SQ FT",TOTAL,NOT SPECIFIED,"1,869"
SURVEY,2001,YEAR,STATE,INDIANA,0,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,210,682,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,SOYBEANS,"SOYBEANS - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,"273,910,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,49
SURVEY,2001,YEAR,STATE,INDIANA,0,SWEET CORN,"SWEET CORN, FRESH MARKET - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"6,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,SWEET CORN,"SWEET CORN, FRESH MARKET - ACRES PLANTED",TOTAL,NOT SPECIFIED,"6,400"
SURVEY,2001,YEAR,STATE,INDIANA,0,SWEET CORN,"SWEET CORN, FRESH MARKET - PRICE RECEIVED, MEASURED IN $ / CWT",TOTAL,NOT SPECIFIED,22.4
SURVEY,2001,YEAR,STATE,INDIANA,0,SWEET CORN,"SWEET CORN, FRESH MARKET - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"10,483,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,SWEET CORN,"SWEET CORN, FRESH MARKET - PRODUCTION, MEASURED IN CWT",TOTAL,NOT SPECIFIED,"468,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,SWEET CORN,"SWEET CORN, FRESH MARKET - YIELD, MEASURED IN CWT / ACRE",TOTAL,NOT SPECIFIED,78
SURVEY,2001,YEAR,STATE,INDIANA,0,TOBACCO,TOBACCO - ACRES HARVESTED,TOTAL,NOT SPECIFIED,"4,200"
SURVEY,2001,YEAR,STATE,INDIANA,0,TOBACCO,"TOBACCO - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"18,371,000"
SURVEY,2001,YEAR,STATE,INDIANA,0,TOBACCO,"TOBACCO - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,450,000"
